Ticker,Cum_Buy_%,Total_Score,Momentum_Score,Price,Buy_5m_%,Buy_1h_%,Buy_6h_%,Buy_1d_%,Buy_3d_%,Short_Term,Medium_Term,Long_Term
SCHV,70.59,77.51,78.74,31.49,100.0,63.25,50.16,50.23,72.11,75.08,94.63,64.04
EWS,71.92,56.25,74.77,29.01,100.0,71.85,54.77,51.24,51.41,63.69,88.65,23.24
PIEQ,80.53,66.81,71.8,35.1,100.0,76.3,69.9,69.9,69.9,62.67,97.49,42.54
USCA,75.03,62.46,71.32,40.56,49.37,86.02,86.02,86.02,86.02,59.73,80.75,48.15
QQQY,68.06,57.65,71.14,21.64,100.0,65.24,48.54,47.84,48.27,62.46,85.42,30.34
ENOR,88.68,52.19,71.01,37.57,100.0,92.86,89.29,87.19,44.21,46.2,100.0,14.1
MGNR,79.81,59.82,70.48,53.51,100.0,55.5,80.2,79.43,79.46,50.37,100.0,30.58
EDGU,77.41,56.9,70.47,28.71,100.0,65.61,68.91,68.91,68.91,52.42,89.0,31.6
EWX,82.56,57.04,70.38,70.22,66.36,98.2,84.68,84.68,84.68,58.53,89.73,27.5
FCG,66.74,52.93,70.32,30.16,100.0,57.89,49.79,55.31,42.9,41.96,100.0,18.59
PTMC,76.54,47.81,70.2,38.41,100.0,69.01,65.09,65.09,65.09,54.6,58.34,34.35
EMBD,84.9,49.18,70.14,23.83,100.0,78.53,78.37,78.37,78.37,46.06,79.13,24.92
SNTH,76.34,59.72,70.11,27.08,100.0,69.68,64.27,64.27,64.27,52.73,86.44,40.71
XOEX,88.38,58.84,70.09,36.25,85.35,89.68,89.68,89.68,89.68,53.34,90.02,34.99
PBQQ,91.67,57.91,70.08,29.34,79.77,96.77,96.77,96.77,96.77,49.35,87.88,37.04
HIDV,69.44,57.25,70.07,80.96,5.97,96.64,96.64,96.64,96.64,54.87,89.43,30.59
PQJA,98.29,58.35,70.06,29.35,99.9,97.6,97.6,97.6,97.6,54.07,88.16,34.95
QMNV,86.26,59.08,70.04,23.56,86.83,86.02,86.02,86.02,86.02,52.87,88.55,37.17
OCTT,67.41,58.14,70.04,43.66,46.14,76.53,76.53,76.53,76.53,51.83,87.51,36.38
GOP,84.28,57.44,70.04,39.72,83.37,84.96,84.51,84.51,84.51,54.86,92.92,28.02
PBMR,66.89,56.8,70.04,30.93,9.41,91.52,91.52,91.52,91.52,46.63,82.76,40.45
RNRG,89.95,48.56,70.04,38.35,100.0,84.82,86.09,86.09,86.09,45.52,100.0,5.45
VYLD,99.83,58.67,70.03,27.7,99.83,99.83,99.83,99.83,99.83,59.55,86.15,34.07
PQOC,69.86,57.98,70.03,28.78,27.28,88.11,88.11,88.11,88.11,51.3,85.97,37.66
RHRX,84.77,53.96,70.03,19.99,67.49,92.17,92.17,92.17,92.17,48.95,93.4,22.57
JULT,75.37,58.09,70.02,45.37,22.88,97.86,97.86,97.86,97.86,51.3,87.86,36.29
MARU,92.02,57.46,70.02,27.61,100.0,88.6,88.6,88.6,88.6,50.82,81.63,40.45
QEMM,71.01,56.69,70.02,72.9,100.0,57.64,59.12,59.12,59.12,59.7,96.5,19.97
TIME,73.13,45.2,70.02,24.33,100.0,61.61,61.61,61.61,61.61,59.03,80.74,5.45
JDIV,87.11,58.65,70.01,54.92,100.0,81.58,81.58,81.58,81.58,51.41,89.08,36.56
SCLZ,72.57,55.78,70.01,53.68,89.45,65.33,65.33,65.33,65.33,55.86,76.68,37.45
RYLG,88.17,55.73,70.01,22.65,100.0,83.1,83.1,83.1,83.1,52.34,92.1,26.03
SAWS,79.31,54.82,70.01,22.74,59.12,87.96,87.96,87.96,87.96,59.41,84.01,26.41
QTJL,100.0,50.83,70.01,40.38,100.0,100.0,100.0,100.0,100.0,58.09,88.69,13.16
QTAP,78.16,48.57,70.01,47.77,100.0,68.8,68.8,68.8,68.8,40.18,89.77,17.77
GENW,94.57,61.42,70.0,14.65,95.11,94.34,94.34,94.34,94.34,49.09,100.0,35.37
PRAE,74.77,58.37,70.0,38.52,56.4,82.64,82.64,82.64,82.64,49.09,95.71,31.51
SAWG,100.0,54.01,70.0,21.64,100.0,100.0,100.0,100.0,100.0,58.36,77.97,30.33
MVPL,76.82,53.6,70.0,35.61,76.65,76.9,76.9,76.9,76.9,58.52,86.01,22.16
JRE,100.0,48.45,70.0,25.75,100.0,100.0,100.0,100.0,100.0,42.0,91.09,15.16
DECP,76.12,58.93,69.81,30.59,100.0,52.49,73.32,73.32,73.32,50.77,88.7,37.98
BJUN,79.11,56.8,69.79,47.54,96.68,71.58,71.58,71.58,71.58,51.22,88.14,32.87
DLS,86.86,55.45,69.68,85.82,100.0,90.41,76.13,76.13,76.13,56.0,94.66,20.79
GYLD,67.39,57.2,69.49,14.06,76.65,63.59,63.33,63.33,63.33,52.79,93.15,28.51
AFSC,100.0,55.19,69.43,32.84,100.0,100.0,100.0,100.0,100.0,58.8,85.02,26.83
SRVR,74.76,45.86,69.24,33.67,100.0,53.18,72.53,67.53,65.78,53.08,84.86,7.23
DSTL,66.99,55.67,69.12,58.29,100.0,43.17,58.72,57.99,57.22,55.64,72.7,40.79
XPH,75.37,56.2,68.58,55.92,100.0,31.85,83.13,83.13,83.13,58.71,99.56,16.7
GJUL,79.74,59.2,67.97,41.81,100.0,76.17,68.21,68.21,68.21,47.5,87.58,41.67
SMCF,80.83,50.91,67.86,35.66,80.83,80.83,80.83,80.83,80.83,40.12,95.21,18.89
EAOM,100.0,52.45,67.81,30.18,100.0,100.0,100.0,100.0,100.0,47.66,83.88,27.94
TFPN,80.8,59.88,67.58,29.77,91.43,76.25,76.25,76.25,76.25,46.87,100.0,32.9
UJB,99.63,48.66,67.32,77.9,99.63,99.63,99.63,99.63,99.63,51.83,82.62,16.96
ISMF,67.14,58.43,66.56,27.95,100.0,52.95,53.12,53.12,53.12,35.36,95.45,40.45
XFEB,87.06,57.12,66.52,36.1,79.96,90.1,90.1,90.1,90.1,48.29,82.49,40.45
EGGS,77.79,45.57,65.9,35.21,100.0,72.51,65.92,65.92,65.92,45.39,62.91,30.52
BMAY,92.21,55.97,65.81,45.83,100.0,88.87,88.87,88.87,88.87,49.25,88.4,31.8
AGIX,70.08,53.01,65.67,35.49,100.0,70.36,47.81,51.14,54.26,71.49,82.22,15.9
XBCI,66.55,45.15,65.58,43.14,100.0,66.64,44.2,44.2,44.2,73.89,50.0,22.95
PBDE,99.47,57.84,65.12,29.64,99.69,99.38,99.38,99.38,99.38,47.93,84.78,40.45
PBFB,99.29,56.82,64.87,30.69,100.0,98.99,98.99,98.99,98.99,46.54,82.86,40.45
PBAU,69.12,57.45,64.79,30.28,0.0,98.75,98.75,98.75,98.75,46.68,84.56,40.45
IWL,66.34,58.9,64.73,168.45,81.58,61.33,58.44,59.52,59.7,57.89,86.72,35.2
SMAY,70.48,56.22,64.68,26.88,90.7,61.81,61.81,61.81,61.81,43.13,89.51,35.27
PWB,71.76,58.69,64.14,137.3,100.0,39.02,71.43,71.11,70.37,64.75,91.85,25.88
PBSE,91.7,56.7,64.12,29.75,95.6,90.03,90.03,90.03,90.03,46.35,82.65,40.45
SUPP,100.0,55.49,64.03,77.21,100.0,100.0,100.0,100.0,100.0,58.87,90.29,22.92
RBUF,71.41,58.98,63.99,30.05,100.0,66.29,55.19,55.19,55.19,49.42,88.8,38.87
YMAG,66.76,58.38,63.83,12.33,100.0,46.12,54.76,55.63,59.73,78.65,84.2,23.13
LIT,74.04,54.71,63.34,79.74,98.33,73.05,58.27,59.07,58.04,51.86,100.0,16.85
YALL,71.77,53.01,63.08,43.08,87.82,64.99,64.83,64.83,64.83,55.37,78.64,29.12
PSCT,67.9,56.29,62.59,66.35,100.0,54.24,54.1,54.1,54.1,63.89,100.0,13.29
MAYP,100.0,57.77,62.18,31.55,100.0,100.0,100.0,100.0,100.0,45.35,87.84,39.22
XTN,66.89,51.91,62.15,102.2,100.0,65.53,45.57,45.57,45.57,50.0,98.41,12.42
SQLV,85.59,53.1,61.73,45.66,83.21,86.61,86.61,86.61,86.61,51.13,91.44,20.78
USCI,66.8,57.0,61.57,96.88,73.42,78.95,55.64,55.64,55.64,36.95,100.0,31.91
HEWJ,77.8,61.88,61.04,58.63,97.96,73.88,66.53,66.53,66.53,56.28,100.0,32.03
AMJB,66.7,56.6,60.69,34.39,100.0,48.84,54.42,54.42,54.42,26.63,100.0,37.36
EMPB,76.73,56.76,60.53,29.81,100.0,66.76,66.76,66.76,66.76,48.77,81.12,40.45
UDI,96.35,57.1,60.12,34.31,100.0,94.78,94.78,94.78,94.78,36.24,96.57,35.59
VTV,72.91,78.23,60.0,201.32,100.0,73.9,50.72,49.86,67.66,72.35,95.0,67.24
EFV,68.77,76.4,60.0,77.64,80.96,76.24,57.65,57.77,52.3,75.13,99.51,56.97
IJH,77.65,75.91,60.0,70.73,100.0,82.71,61.98,61.12,53.66,79.61,92.59,59.0
DFAC,69.85,75.62,60.0,40.58,98.94,72.91,47.27,48.88,52.38,79.79,90.32,60.15
ACWI,66.49,74.74,60.0,145.15,100.0,54.06,52.16,53.01,46.38,82.29,90.42,56.29
EWC,73.69,74.73,60.0,57.07,100.0,76.74,54.83,55.02,52.98,72.91,97.56,55.9
EFA,73.57,74.72,60.0,101.96,100.0,71.39,57.29,57.04,56.94,82.1,94.65,52.67
DIA,70.63,74.69,60.0,478.16,100.0,72.35,49.63,50.02,51.32,79.35,84.85,62.9
IJR,65.39,74.5,60.0,130.85,100.0,49.58,50.73,51.1,52.03,79.27,94.02,54.43
IEFA,74.77,74.44,60.0,95.24,100.0,77.94,56.61,56.53,54.84,82.56,94.7,51.64
DYNF,70.45,73.84,60.0,61.26,100.0,74.13,48.21,47.95,50.71,82.68,88.29,55.66
SCHX,75.88,73.83,60.0,26.85,99.59,88.6,53.0,52.72,53.33,81.25,87.22,57.48
IWR,65.67,73.82,60.0,101.29,61.73,83.31,60.47,59.99,52.02,78.58,90.13,56.58
IQLT,69.14,73.6,60.0,48.56,100.0,65.5,50.25,51.15,50.87,80.36,93.63,51.85
VTWO,76.37,73.55,60.0,106.46,100.0,79.68,59.97,60.52,54.09,84.1,93.01,49.93
VWO,68.21,73.28,60.0,56.94,89.17,67.77,55.42,56.1,50.56,85.5,92.45,48.86
EWU,76.28,71.48,60.0,47.69,100.0,78.22,60.82,60.38,54.85,75.09,97.92,46.09
GRNY,71.68,71.33,60.0,25.09,74.72,76.61,69.83,68.37,58.14,84.51,85.45,50.74
EMLC,71.15,69.91,60.0,25.83,100.0,68.13,51.98,52.07,59.2,73.68,83.13,55.98
REET,68.33,66.24,60.0,26.34,100.0,59.49,51.84,52.02,52.96,69.78,87.31,45.59
KRE,67.95,64.07,60.0,68.79,95.05,79.96,43.17,42.46,44.05,77.4,92.05,31.25
XLF,69.99,59.94,60.0,51.29,100.0,59.07,58.41,58.17,48.02,81.7,47.76,57.01
VNQ,70.56,59.77,60.0,92.74,100.0,65.97,54.07,53.5,51.96,67.73,68.8,46.9
ASHR,65.66,58.33,60.0,33.99,100.0,52.93,49.85,50.54,49.12,78.61,93.15,15.18
XRT,72.42,48.9,59.94,82.83,100.0,74.86,53.09,53.32,50.96,83.66,72.77,6.29
TXS,80.22,55.84,59.88,37.88,74.4,82.72,82.72,82.72,82.72,46.99,92.67,29.15
VONG,65.53,69.8,59.85,115.61,92.78,68.17,45.2,45.34,48.24,87.91,80.68,48.95
IDEV,77.48,74.81,59.84,87.85,100.0,81.28,60.07,59.2,62.26,80.94,95.24,53.11
EWA,70.27,66.68,59.76,29.98,100.0,72.69,49.5,49.01,48.17,82.25,95.23,31.96
PTLC,74.47,54.85,59.72,53.73,100.0,62.76,65.07,64.49,60.63,56.12,53.35,55.38
VEU,69.21,75.95,59.66,79.28,100.0,63.53,49.87,52.23,56.33,84.0,96.53,52.92
ACWX,66.98,75.51,59.59,72.15,96.13,60.67,50.36,50.16,53.66,83.94,96.3,52.04
CRWU,72.81,47.02,59.42,8.78,100.0,50.51,66.7,65.95,69.17,81.34,50.0,22.95
DFAI,72.92,75.36,59.31,40.87,100.0,66.81,59.86,58.41,54.11,77.76,96.78,55.11
ANGL,79.39,61.18,59.23,29.16,100.0,71.51,70.66,70.91,67.58,56.99,76.45,50.45
NVDY,67.06,61.38,59.16,13.44,92.48,66.33,50.28,48.79,52.85,85.44,90.2,21.12
IYZ,68.5,57.54,59.01,41.02,80.17,76.32,57.45,56.7,53.34,72.98,100.0,10.74
ARGT,73.78,46.02,58.9,95.15,93.31,80.86,57.14,56.47,56.39,53.94,74.54,16.12
FENI,68.5,81.9,58.88,39.13,85.69,69.84,57.88,56.78,51.8,78.88,97.02,70.55
EZU,71.86,70.65,58.88,66.48,100.0,64.03,58.01,57.8,55.75,82.21,91.73,44.99
DUHP,67.19,75.81,58.78,37.94,96.45,71.42,43.93,43.14,51.07,78.69,87.55,63.73
SCHK,70.16,72.48,58.78,32.83,96.74,62.68,56.41,56.76,56.92,78.55,87.46,55.58
VYM,69.1,77.22,58.68,152.21,100.0,71.68,46.81,46.08,48.71,66.64,94.57,68.64
REGL,66.67,57.68,58.64,89.46,100.0,29.06,65.35,65.35,65.35,42.82,84.52,43.48
ATFV,68.97,47.78,58.41,34.38,50.08,80.35,75.25,75.25,75.25,65.99,83.01,5.56
DFUS,67.32,73.33,58.3,74.21,100.0,42.63,60.3,61.01,54.86,77.08,87.72,58.4
IEUR,78.75,71.15,57.97,74.24,100.0,82.43,64.69,65.09,54.63,76.04,93.06,48.91
CPAI,69.59,60.09,57.95,43.62,100.0,56.32,56.69,56.69,56.69,59.86,97.0,27.93
SDVY,69.78,74.43,57.89,41.36,52.23,86.67,74.89,74.31,62.93,75.22,94.18,56.66
MOAT,68.76,71.8,57.82,98.67,91.69,71.98,52.19,51.56,50.51,77.36,82.26,59.17
IQDG,83.9,52.88,57.62,42.44,100.0,89.2,70.23,70.23,70.23,60.57,90.21,15.42
LGH,70.3,50.95,57.53,58.12,100.0,62.58,54.79,54.79,54.79,54.72,82.64,20.86
MFSG,78.59,52.9,57.49,27.42,84.78,85.34,70.54,71.35,70.46,64.97,75.06,25.96
INDA,70.82,50.11,57.42,49.17,100.0,71.69,50.74,50.85,51.26,92.81,7.62,60.61
FNDF,70.33,75.76,57.38,51.05,82.76,85.51,56.17,51.46,49.33,71.34,100.0,57.3
BEDZ,91.74,47.46,57.35,32.46,91.58,91.81,91.81,91.81,91.81,61.96,71.38,17.47
SCHM,65.67,73.87,57.17,32.65,100.0,57.5,46.11,47.91,49.72,74.19,93.77,56.25
DRAI,76.97,55.63,57.17,30.52,92.49,70.32,70.32,70.32,70.32,42.43,87.31,36.16
QRFT,83.93,52.51,57.1,62.86,89.41,81.58,81.58,81.58,81.58,57.28,87.15,19.22
EMB,65.13,68.02,56.99,95.63,76.69,65.61,57.6,56.85,56.38,71.64,81.93,53.59
CGUS,72.28,74.0,56.97,40.65,100.0,66.47,57.45,57.11,55.92,75.97,87.14,61.28
USMV,69.88,57.32,56.96,93.04,84.44,71.37,61.55,60.09,53.04,74.28,35.07,66.2
CGMM,68.03,67.91,56.92,30.75,100.0,55.37,55.87,56.04,46.15,76.4,92.59,41.01
IVOO,67.53,69.6,56.78,119.69,100.0,62.95,48.36,47.87,49.13,54.85,92.59,58.69
FTDS,80.13,54.72,56.78,61.05,84.83,78.12,78.12,78.12,78.12,43.32,96.96,24.88
FNDE,69.82,72.12,56.72,39.85,81.15,85.35,53.17,54.19,54.21,67.28,97.69,52.77
FMTM,69.84,65.78,56.69,36.83,100.0,62.21,53.97,53.97,53.97,62.35,100.0,37.98
IEMG,67.26,75.22,56.66,74.33,100.0,61.42,48.27,47.73,50.62,90.78,98.41,45.2
DGRW,70.14,75.26,56.58,90.46,98.14,65.62,54.36,54.2,52.81,69.56,88.79,66.98
CSPF,88.42,54.72,56.55,26.03,99.94,92.67,78.37,78.37,78.37,46.27,76.64,40.82
IDV,72.73,70.79,56.5,43.97,95.82,78.59,53.43,53.01,56.77,58.25,100.0,53.06
CALF,66.68,63.09,56.49,45.68,89.03,71.69,48.17,49.1,50.99,68.66,91.58,34.67
MAGS,66.41,68.75,56.47,61.4,80.55,73.65,52.84,52.43,53.79,92.95,82.64,41.48
AVEM,77.04,76.11,56.44,85.92,90.25,87.56,64.01,64.33,56.41,89.32,99.43,47.45
BUFR,66.6,75.68,56.43,34.76,100.0,53.76,51.93,50.28,51.51,65.48,88.19,71.1
ITWO,70.66,56.53,56.33,41.46,100.0,48.88,63.21,63.21,63.21,57.94,93.17,23.59
PWER,100.0,53.2,56.3,41.79,100.0,100.0,100.0,100.0,100.0,44.82,100.0,17.5
FTXO,68.16,53.15,56.28,38.52,100.0,54.02,53.79,54.91,57.21,72.71,91.87,7.05
GUSH,70.89,47.25,56.09,38.45,100.0,63.15,56.67,57.89,51.41,36.9,100.0,7.57
EEM,67.12,74.45,56.04,60.52,100.0,54.21,52.56,53.23,51.08,90.44,98.96,43.0
FDN,70.98,48.06,56.02,247.12,100.0,74.44,49.31,50.2,50.25,71.75,43.59,37.17
AVUV,67.77,71.62,55.87,115.07,83.95,72.3,54.6,55.71,52.94,62.09,99.09,53.54
SDVD,69.45,58.92,55.82,22.68,80.52,44.19,81.84,72.85,65.01,57.19,95.03,28.41
DFLV,67.19,76.07,55.75,36.72,100.0,60.54,47.02,47.65,55.31,60.73,96.81,67.52
ETHE,65.41,48.79,55.68,18.08,100.0,55.72,43.72,50.96,54.51,94.81,51.68,17.49
FDVV,68.73,72.72,55.61,57.03,100.0,59.71,52.99,51.93,53.62,62.96,90.15,63.58
SAGP,73.27,55.8,55.53,35.1,94.14,64.32,64.32,64.32,64.32,53.52,92.17,25.41
EWT,73.6,73.84,55.46,77.69,93.24,82.0,57.2,57.1,51.16,88.56,100.0,41.76
HEFA,70.87,77.26,55.38,44.31,100.0,65.45,53.24,53.77,58.25,62.02,96.61,69.86
GPTY,72.81,53.12,55.31,39.45,100.0,73.72,54.18,54.18,54.18,65.38,81.01,21.06
IDLV,69.36,54.81,55.18,35.38,76.53,31.06,85.85,85.85,85.85,44.55,93.25,27.58
IJS,75.05,70.64,55.06,123.43,100.0,80.34,55.95,56.43,53.3,61.71,96.37,53.7
DFAX,69.0,73.69,54.98,35.87,100.0,56.57,54.27,54.44,58.41,69.92,98.57,54.28
EMOT,65.14,57.08,54.87,23.95,48.81,72.14,72.14,72.14,72.14,58.68,83.5,32.97
DECO,73.02,51.54,54.86,50.0,73.02,73.02,73.02,73.02,73.02,70.16,90.91,5.45
IUSG,66.76,69.71,54.75,166.21,100.0,52.69,53.23,52.07,50.78,80.56,85.01,49.54
MFSI,76.13,63.69,54.59,31.22,100.0,47.78,79.32,78.8,64.76,60.93,90.54,41.91
XLU,65.84,70.58,54.52,46.35,100.0,58.51,46.01,46.17,50.96,61.78,91.63,57.65
HELX,76.88,45.25,54.5,32.7,76.88,76.88,76.88,76.88,76.88,56.15,82.96,5.45
VNM,74.53,49.89,54.47,18.25,100.0,73.95,58.74,58.29,55.26,64.58,86.78,8.43
FELG,71.15,69.99,54.43,39.58,100.0,63.93,54.13,55.02,61.32,74.22,81.87,56.94
DFAU,74.1,71.2,54.37,47.15,97.36,72.57,58.81,56.8,63.69,65.65,88.45,59.57
CPER,68.02,49.84,54.37,36.54,98.55,61.55,51.89,51.8,49.1,59.81,81.43,15.96
VFH,65.03,59.71,54.33,125.61,85.16,66.51,47.65,47.01,62.38,66.8,57.53,57.18
TJAN,100.0,52.02,54.22,27.48,100.0,100.0,100.0,100.0,100.0,43.59,71.26,40.45
JEMB,68.98,60.99,54.16,53.21,100.0,55.68,55.68,55.68,55.68,56.19,84.97,43.02
SEIQ,67.01,50.0,54.14,37.2,100.0,61.62,48.01,48.01,48.01,58.93,57.29,38.03
FNDA,74.7,71.74,54.02,34.12,63.07,85.46,82.04,80.85,58.15,63.86,94.34,56.88
VO,71.33,68.21,53.97,298.11,100.0,73.71,50.53,50.88,51.82,61.73,87.99,54.96
AVLV,67.47,75.81,53.82,83.35,100.0,55.49,53.05,52.84,50.48,61.24,99.3,64.37
XTJL,91.51,54.29,53.48,39.75,100.0,87.87,87.87,87.87,87.87,53.22,88.54,25.0
SFYF,67.58,47.21,53.45,53.14,78.3,62.99,62.99,62.99,62.99,62.32,84.14,5.45
DFUV,77.5,74.44,53.36,49.99,100.0,65.65,71.99,70.78,60.14,55.98,96.6,66.59
IVOV,68.57,57.64,53.35,105.93,100.0,64.26,50.02,50.02,50.02,49.07,90.37,34.35
XNTK,79.5,52.83,53.29,280.72,90.29,79.99,72.47,72.57,70.41,66.87,85.95,15.08
SCHY,75.5,62.87,53.25,32.71,100.0,88.45,50.4,50.96,56.94,49.85,100.0,38.51
DIHP,71.98,71.54,53.22,33.58,96.7,71.06,56.14,56.03,55.67,59.92,95.29,58.03
EWP,66.78,59.88,53.21,57.1,100.0,51.58,52.13,53.13,55.38,61.94,98.51,24.8
PRF,66.43,72.61,53.06,49.31,90.34,66.16,51.69,48.73,49.95,56.09,94.13,64.11
RDVI,65.16,68.57,52.88,26.97,100.0,64.44,37.57,40.41,56.14,64.98,92.17,50.17
FHLC,66.25,54.9,52.86,70.56,84.44,68.07,52.42,51.83,56.11,54.28,60.08,50.76
PFXF,70.1,61.29,52.85,18.01,100.0,64.92,51.5,51.21,58.76,53.27,89.78,41.37
IDEF,68.93,53.89,52.8,34.47,81.84,74.43,58.34,57.92,53.98,72.65,50.0,45.58
QQQE,68.04,52.32,52.76,101.88,91.74,70.65,48.1,54.63,53.67,60.74,80.91,22.04
CTEX,75.8,54.42,52.73,36.51,80.12,73.95,73.95,73.95,73.95,68.98,100.0,5.45
FESM,77.26,68.88,52.71,40.21,100.0,67.5,68.87,69.07,62.61,64.77,94.22,49.27
GSIE,72.82,69.06,52.63,45.21,100.0,57.51,64.52,63.81,59.28,60.86,94.24,52.16
CGIE,68.32,67.25,52.62,35.52,93.39,62.87,56.79,51.34,52.49,66.0,89.41,48.63
EPP,70.04,62.23,52.59,56.2,100.0,63.16,55.66,50.84,52.5,60.25,94.48,35.25
EBND,70.16,52.88,52.56,21.19,100.0,64.87,52.47,52.51,55.77,56.15,70.53,35.38
FVD,72.09,67.98,52.52,47.68,100.0,66.61,54.18,63.4,55.54,55.31,77.03,67.98
COWS,73.02,55.22,52.34,33.6,39.13,87.54,87.54,87.54,87.54,55.02,91.91,23.24
ASMF,76.65,50.75,52.33,25.39,100.0,66.64,66.64,66.64,66.64,47.99,71.55,34.27
DUKX,70.86,53.15,52.27,27.02,65.06,73.34,73.34,73.34,73.34,30.85,96.27,29.35
IQQQ,68.52,57.53,52.23,43.38,100.0,67.46,48.12,48.12,48.12,60.68,86.72,30.02
BDYN,66.29,49.02,52.19,25.42,100.0,64.19,44.73,44.47,46.11,62.5,50.0,39.75
TEKX,73.85,53.62,52.16,47.23,100.0,62.64,62.64,62.64,62.64,67.21,98.97,5.45
YYY,67.57,54.6,52.15,11.37,83.86,34.26,74.75,74.86,76.76,57.79,87.81,23.55
DFAT,65.21,69.64,52.1,64.75,85.88,68.67,47.79,46.89,56.41,52.96,96.41,56.65
SFLO,72.54,55.2,52.06,30.64,100.0,74.14,53.34,53.34,53.34,55.69,90.66,23.86
BKDV,70.0,63.21,52.01,30.59,100.0,56.3,58.55,58.24,54.68,55.0,94.36,41.08
FXA,80.76,51.5,51.99,70.01,100.0,77.87,69.55,69.55,69.55,55.0,77.59,26.48
GSLC,67.51,68.45,51.92,130.79,100.0,55.09,53.01,52.98,51.89,60.32,86.11,58.08
EWQ,65.68,50.95,51.92,45.73,91.63,60.44,51.15,50.24,52.74,64.25,79.54,17.61
OCTP,91.31,58.54,51.83,30.52,95.01,89.73,89.73,89.73,89.73,50.57,87.49,38.18
OCIO,71.53,57.05,51.8,35.26,80.39,67.73,67.73,67.73,67.73,51.65,88.95,32.51
EEMV,72.0,66.34,51.7,67.9,100.0,59.96,58.84,60.46,62.58,61.87,90.26,48.21
TSPA,74.67,60.68,51.6,43.08,100.0,60.91,63.11,70.81,65.87,59.9,87.69,37.53
JULU,78.08,57.44,51.55,29.42,100.0,68.93,68.55,68.55,68.55,51.64,83.96,37.87
DFIS,71.95,72.4,51.52,35.38,80.93,84.57,60.56,62.05,51.85,65.01,97.16,55.36
DXJ,65.8,73.58,51.45,164.43,95.03,61.49,47.88,47.88,51.59,56.37,100.0,61.23
ESGD,66.6,69.15,51.43,100.56,100.0,49.68,52.03,53.12,58.59,61.71,93.96,52.09
BGRO,70.42,47.42,51.39,36.87,55.24,76.92,76.92,76.92,76.92,62.94,64.22,23.03
IYT,68.93,58.3,51.31,77.26,100.0,62.95,52.47,51.71,49.06,71.41,88.29,23.87
BBAX,68.99,71.55,51.29,62.78,100.0,57.42,54.63,54.49,55.26,57.04,96.57,58.73
JHMM,65.4,69.74,51.28,69.93,100.0,63.7,42.66,43.07,45.05,55.6,92.99,58.23
OMFL,65.11,66.6,51.28,62.91,93.91,54.17,51.63,51.79,53.13,56.77,86.75,55.11
CVRT,78.88,61.74,51.28,45.32,95.04,71.96,71.96,71.96,71.96,62.23,100.0,27.96
LRGF,70.01,63.26,51.22,68.92,93.64,57.96,60.94,60.74,61.18,57.79,85.59,47.14
JMEE,66.18,62.77,51.22,70.13,100.0,56.5,48.27,49.95,49.91,56.44,94.7,38.78
EBIT,81.63,52.62,51.21,36.55,98.2,74.53,74.53,74.53,74.53,45.33,93.91,21.04
ONEQ,66.51,65.18,51.19,90.69,86.27,68.25,51.84,52.15,53.9,67.08,85.72,46.02
NULG,66.32,52.91,51.13,96.98,100.0,58.82,47.42,48.19,49.41,64.31,75.84,25.73
KOCT,65.03,56.77,51.11,35.0,100.0,44.88,52.9,52.9,52.9,47.44,90.62,32.98
HAPS,100.0,52.85,51.11,32.58,100.0,100.0,100.0,100.0,100.0,53.5,89.45,20.41
BUFQ,66.51,61.58,51.09,36.6,100.0,57.48,47.07,48.22,55.52,56.3,88.08,41.69
QDVO,69.57,58.87,51.09,27.99,100.0,56.29,56.88,56.78,55.97,60.04,85.45,34.87
COPY,78.06,60.94,51.07,14.18,100.0,73.46,66.57,66.3,64.27,45.94,98.97,37.03
JGLO,70.13,71.72,51.05,67.94,99.57,56.78,57.91,57.91,57.91,56.76,86.31,68.31
FTCE,75.64,57.52,51.05,24.38,94.93,70.14,65.83,65.83,65.83,57.72,87.68,31.0
DFEV,74.74,67.4,51.02,37.85,78.04,72.22,76.78,75.4,65.36,64.81,100.0,40.49
UPAR,89.83,49.17,51.01,16.65,100.0,85.47,85.47,85.47,85.47,49.07,97.87,6.63
IJJ,75.05,68.33,51.0,137.73,100.0,78.93,57.03,57.36,53.23,50.49,89.85,60.66
FEM,76.08,55.73,50.98,32.04,84.84,82.24,68.03,67.61,63.03,52.87,100.0,18.79
PCEF,73.34,55.94,50.95,19.57,100.0,40.69,74.05,73.6,72.91,56.33,86.95,28.55
ICOW,71.03,57.67,50.94,43.68,100.0,57.7,62.31,60.45,49.82,42.78,100.0,29.93
EDIV,67.0,57.27,50.9,40.78,100.0,44.33,56.79,57.1,60.1,57.65,92.18,26.49
COLO,66.85,49.63,50.89,41.64,76.24,58.15,65.63,66.1,64.21,49.51,100.0,5.63
FLQL,65.07,61.18,50.88,71.31,100.0,41.13,54.05,56.37,56.37,58.29,89.45,38.25
WBIF,66.04,55.01,50.88,32.06,0.0,94.34,94.34,94.34,94.34,54.0,86.1,28.45
MGC,67.47,67.96,50.86,248.32,92.86,61.48,54.84,53.37,51.95,58.94,86.84,57.09
IWX,66.41,67.5,50.86,96.11,77.38,62.11,59.23,61.33,67.3,50.93,94.1,54.58
LSGR,66.11,51.79,50.84,41.3,54.86,91.39,60.23,59.98,57.5,65.89,67.02,29.64
